Name,Platform,Year_of_Release,Type_of_Game,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Capcom Classics Collection,XB,2005,Misc,Capcom,0.11,0.03,0,0.15,81,23,tbd,,Digital Eclipse,Below Average
Blazing Angels 2: Secret Missions of WWII,PS3,2007,Simulation,Ubisoft,0.1,0.03,0,0.15,70,10,7.2,12,Ubisoft Romania,Below Average
Pac-Man World 3,XB,2005,Platform,Namco Bandai Games,0.11,0.04,0,0.15,65,16,tbd,,Blitz Games,Average
Crash: Twinsanity,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.15,66,30,8.7,29,Traveller's Tales,Average
Super Monkey Ball Deluxe,XB,2005,Misc,Sega,0.11,0.03,0,0.15,81,25,8.2,9,Sega,Average
Earth Defense Force 2025,X360,2013,Shooter,D3Publisher,0.06,0.03,0.05,0.15,68,25,8.1,63,Sandlot,Good
Soldier of Fortune: Payback,PS3,2007,Shooter,Activision,0.12,0.02,0,0.15,50,14,5.4,13,Cauldron Ltd.,Good
Jurassic: The Hunted,PS2,2009,Shooter,Activision,0.07,0.06,0,0.14,,,tbd,,Activision,Below Average
Syndicate,PS3,2012,Shooter,EA Games,0.07,0.06,0,0.14,75,29,6.5,106,Starbreeze,Good
Karaoke Revolution Glee: Volume 3,X360,2011,Misc,Konami Digital Entertainment,0.13,0,0,0.14,,,tbd,,Hijinx Studios,Below Average
Alien: Isolation,PC,2014,Shooter,Sega,0,0.14,0,0.14,81,41,8.4,1588,Creative Assembly,Good
MTV Music Generator 3: This Is the Remix,PS2,2004,Misc,Codemasters,0.07,0.05,0,0.14,79,28,8.6,8,Mix Max,Below Average
Farming Simulator 2013,PS3,2013,Simulation,Focus Home Interactive,0,0.09,0.02,0.14,40,17,2.9,9,Giants Software,Average
Pipe Mania,PS2,2008,Puzzle,Empire Interactive,0.07,0.05,0,0.14,68,4,tbd,,Razorworks Studios,Average
Skylanders Imaginators,PS4,2016,Platform,Activision,0.04,0.08,0,0.14,80,47,5.5,17,Toys for Bob,Excelent
XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.04,0.08,0,0.14,88,28,8,116,Firaxis Games,Below Average
ArmA II,PC,2009,Shooter,505 Games,0,0.12,0,0.14,77,38,7.5,589,Bohemia Interactive,Good
Spyro: A Hero's Tail,XB,2004,Platform,Vivendi Games,0.11,0.03,0,0.14,64,17,9.1,10,Eurocom Entertainment Software,Average
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.14,85,60,8.9,1404,Colossal Order,Average
Gungrave: Overdose,PS2,2004,Shooter,Play It,0.07,0.05,0,0.14,68,50,8.7,12,Seta Corporation,Good
The Orange Box,PC,2007,Shooter,Electronic Arts,0,0.11,0,0.14,96,34,9.3,1495,Valve Software,Good
Power Gig: Rise of the SixString,PS3,2010,Misc,Unknown,0.13,0,0,0.14,36,10,0.5,4,Seven45 Studios,Below Average
Disney's Chicken Little,XB,2005,Platform,Disney Interactive Studios,0.1,0.03,0,0.14,68,15,tbd,,Avalanche Software,Excelent
The Darkness II,PC,2012,Shooter,Take-Two Interactive,0.1,0.03,0,0.14,77,20,7.6,448,Digital Extremes,Good
Blazing Angels 2: Secret Missions of WWII,X360,2007,Simulation,Ubisoft,0.11,0.02,0,0.14,72,24,7.8,12,Ubisoft Romania,Below Average
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.14,71,31,3.8,773,Visceral Games,Good
Heroes over Europe,X360,2009,Simulation,Ubisoft,0.1,0.02,0,0.14,62,39,8.1,9,Transmission Games,Below Average
Rio,PS3,2011,Misc,THQ,0.04,0.07,0,0.14,65,8,tbd,,Eurocom Entertainment Software,Excelent
Call of Duty: Infinite Warfare,PC,2016,Shooter,Activision,0.04,0.08,0,0.14,73,16,3,440,Infinity Ward,Good
Red Orchestra 2: Heroes of Stalingrad,PC,2011,Shooter,Tripwire Interactive,0.04,0.07,0,0.14,76,49,7.3,729,Tripwire Interactive,Good
The Guy Game,PS2,2004,Misc,Gathering of Developers,0.07,0.05,0,0.13,48,20,6.7,13,Top Heavy Studios,Good
Rogue Warrior,PS3,2009,Shooter,Bethesda Softworks,0.11,0.01,0,0.13,27,24,2.8,66,Rebellion,Good
Tak 2: The Staff of Dreams,XB,2004,Platform,THQ,0.1,0.03,0,0.13,73,25,tbd,,Avalanche Software,Average
SingStar Latino,PS2,2007,Misc,Sony Computer Entertainment,0.07,0.05,0,0.13,,,tbd,,SCEE London Studio,Below Average
Chessmaster,XB,2004,Misc,Ubisoft,0.1,0.03,0,0.13,79,12,9,6,Ubisoft,Average
Total War: WARHAMMER,PC,2016,Strategy,Sega,0,0.12,0,0.13,86,77,7.3,556,Creative Assembly,Below Average
Legendary,PS3,2008,Shooter,Atari,0.08,0.03,0,0.13,50,31,7.1,31,Spark Unlimited,Good
Mega Man Anniversary Collection,XB,2005,Platform,Capcom,0.1,0.03,0,0.13,80,12,9.2,5,Atomic Planet Entertainment,Average
Heroes of the Pacific,XB,2005,Simulation,Codemasters,0.1,0.03,0,0.13,76,33,8.2,5,IR Gurus Interactive Ltd.,Below Average
Ape Escape 3,PS2,2005,Platform,Sony Computer Entertainment,0.06,0.05,0,0.13,77,51,8.5,22,SCE Japan Studio,Excelent
Borderlands: Double Game Add-On Pack,X360,2010,Shooter,Take-Two Interactive,0.1,0.02,0,0.13,,,tbd,,Gearbox Software,Good
Farming Simulator 2011,PC,2010,Simulation,N/A,0,0.13,0,0.13,,,7,23,Giants Software,Average
Rock Band Track Pack Volume 1,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.13,,,tbd,,Harmonix Music Systems,Below Average
The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.13,,,tbd,,Take-Two Interactive,Below Average
Eat Lead: The Return of Matt Hazard,PS3,2009,Shooter,D3Publisher,0.09,0.02,0,0.13,51,38,6.5,21,Vicious Cycle,Below Average
Steel Battalion: Heavy Armor,X360,2012,Misc,Capcom,0.08,0.02,0.02,0.13,38,58,2.4,92,From Software,Good
Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.11,0,0,0.13,,,tbd,,Harmonix Music Systems,Below Average
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.13,,,tbd,,Phoenix Games Studio,Average
High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0.13,,,7.8,4,Virtual Toys,Average
Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.13,,,tbd,,"Majesco Games, Majesco",Average
Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.13,60,4,7.2,21,Activision,Below Average
Hour of Victory,X360,2007,Shooter,Midway Games,0.1,0.01,0,0.13,37,33,3,40,Nfusion,Below Average
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.12,50,32,4.7,47,Rebellion,Good
Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.12,53,53,7,27,Vicious Cycle,Below Average
Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.12,62,5,tbd,,Blitz Games Studios,Below Average
Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.12,,,1.3,9,ImaginEngine,Average
Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0,0.12,78,11,7,6,Infinite Interactive,Excelent
Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0.12,70,17,7.2,5,Activision,Average
Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.12,,,tbd,,Harmonix Music Systems,Below Average
Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.12,,,tbd,,Disney Interactive Studios,Average
Everybody Dance,PS3,2011,Misc,Sony Computer Entertainment,0.11,0,0,0.12,66,5,6.8,8,SCEE,Below Average
Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.12,37,12,4.5,14,Zombie Studios,Below Average
Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.12,59,11,tbd,,"Mindscape Inc., Mindscape",Below Average
The Smurfs 2,X360,2013,Platform,Ubisoft,0.03,0.08,0,0.12,,,5.4,14,WayForward,Average
NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.12,44,9,7.3,9,FUN Labs,Excelent
Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.12,,,tbd,,Take-Two Interactive,Average
Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.12,,,6.6,7,Red Tribe,Excelent
Pinball Hall of Fame: The Williams Collection,X360,2009,Misc,Crave Entertainment,0.11,0,0,0.12,83,18,8.3,16,Farsight Studios,Excelent
Power Gig: Rise of the SixString,X360,2010,Misc,Unknown,0.11,0,0,0.12,36,20,2.1,17,Seven45 Studios,Below Average
Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.04,0,0.12,,,3.5,4,Curious Pictures,Average
Psychonauts,XB,2005,Platform,THQ,0.09,0.03,0,0.12,88,54,9,71,Double Fine Productions,Below Average
Airborne Troops: Countdown to D-Day,PS2,2005,Shooter,Playlogic Game Factory,0.06,0.05,0,0.12,39,4,8.1,9,WideScreen Games,Below Average
Rock Band: Metal Track Pack,PS3,2009,Misc,MTV Games,0.11,0,0,0.12,,,tbd,,Harmonix Music Systems,Below Average
Raiden IV,X360,2008,Shooter,Moss,0.1,0,0.01,0.12,63,4,7.8,10,Moss,Excelent
Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.03,0.01,0.12,58,43,5.8,142,Spark Unlimited,Below Average
Wipeout 2,PS3,2011,Misc,Activision,0.11,0,0,0.12,,,tbd,,Endemol,Excelent
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.09,0,0.12,75,51,7,351,Haemimont,Below Average
Armored Core: Verdict Day,PS3,2013,Simulation,From Software,0,0,0.12,0.12,66,18,7.4,28,From Software,Below Average
Karaoke Revolution Presents American Idol Encore 2,PS3,2008,Misc,Konami Digital Entertainment,0.11,0,0,0.11,,,tbd,,Blitz Games,Excelent
Dead Man's Hand,XB,2004,Shooter,Atari,0.09,0.02,0,0.11,62,31,8.1,9,Human Head Studios,Below Average
SingStar Latino,PS3,2009,Misc,Sony Computer Entertainment,0.11,0,0,0.11,,,tbd,,SCEE London Studio,Below Average
Army Men: Sarge's War,XB,2004,Shooter,Global Star,0.09,0.02,0,0.11,44,26,tbd,,Tactical Development,Below Average
Monster Madness: Battle for Suburbia,X360,2007,Shooter,SouthPeak Games,0.1,0,0,0.11,55,29,5.2,18,"Artificial Studios, Immersion Software & Graphics",Below Average
Taito Legends,PS2,2005,Misc,Empire Interactive,0.06,0.04,0,0.11,68,18,tbd,,Empire Oxford,Below Average
The Price is Right: Decades,X360,2011,Misc,Ubisoft,0.11,0,0,0.11,,,tbd,,Ludia Inc.,Excelent
Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0,0.11,73,41,8.2,23,Swordfish Studios,Good
Naruto Ultimate Collection,PS2,2008,Misc,Namco Bandai Games,0.06,0.04,0,0.11,,,tbd,,Namco Bandai Games America,Below Average
Warhammer: Battle March,X360,2008,Strategy,Deep Silver,0.09,0.02,0,0.11,55,30,6.7,20,Black Hole Games,Good
Where the Wild Things Are,X360,2009,Platform,Warner Bros. Interactive Entertainment,0.1,0,0,0.11,51,10,5.4,5,Griptonite Games,Excelent
AirForce Delta Strike,PS2,2004,Simulation,Konami Digital Entertainment,0.05,0.04,0,0.11,66,22,7,6,KCE Studios,Below Average
Open Season,X360,2006,Platform,Ubisoft,0.1,0,0,0.11,59,15,7.3,9,Ubisoft,Excelent
Call of Juarez: The Cartel,PC,2011,Shooter,Ubisoft,0.05,0.05,0,0.11,51,12,3.3,126,Ubisoft,Good
Space Chimps,X360,2008,Platform,Brash Entertainment,0.1,0,0,0.11,57,7,5.3,12,Red Tribe,Excelent
JASF: Jane's Advanced Strike Fighters,PS3,2011,Simulation,Deep Silver,0.07,0.03,0,0.11,41,7,3.1,7,Trickstar Games,Below Average
Family Game Night 4: The Game Show,PS3,2011,Misc,Electronic Arts,0.08,0.02,0,0.11,,,tbd,,Electronic Arts,Average
Truth or Lies,X360,2010,Misc,THQ,0.07,0.03,0,0.11,28,6,5.2,6,THQ,Below Average
Worms Forts: Under Siege,PS2,2004,Strategy,Acclaim Entertainment,0.05,0.04,0,0.11,63,21,8,15,Team 17,Below Average
Nickelodeon Dance,X360,2011,Misc,Take-Two Interactive,0.08,0.02,0,0.11,,,tbd,,High Voltage Software,Average
Karaoke Revolution Presents American Idol Encore,X360,2008,Misc,Konami Digital Entertainment,0.1,0,0,0.11,70,7,7,6,Blitz Games,Average
Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.05,0,0.11,50,40,3.5,28,Guildford Studio,Good
ESA Game Pack,PS3,2010,Misc,Sony Computer Entertainment,0.1,0,0,0.11,,,tbd,,Various,Below Average
Bodycount,X360,2011,Shooter,Codemasters,0.07,0.03,0,0.11,53,61,4.7,73,Guildford Studio,Good
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,0.08,0.02,0,0.11,69,29,8.8,4,Krome Studios,Average
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.11,,,tbd,,Ubisoft,Average
Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,0.05,0.04,0,0.11,,,tbd,,Harmonix Music Systems,Below Average
Robotech: Invasion,PS2,2004,Shooter,Global Star,0.05,0.04,0,0.11,57,33,tbd,,Vicious Cycle,Below Average
Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0,0.11,77,11,8.3,337,Sega,Average
Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0,0.11,,,tbd,,Activision,Average
Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,0.1,0,0,0.11,,,tbd,,Harmonix Music Systems,Below Average
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0,0.11,53,8,4.8,4,Griptonite Games,Excelent
Shrek: Forever After,X360,2010,Platform,Activision,0.1,0,0,0.11,62,22,6.2,9,Xpec,Excelent
ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.11,74,38,7.4,866,Bohemia Interactive,Good
Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0,0.11,52,21,tbd,,Mass Media,Average
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0,0.11,28,33,2.8,64,Rebellion,Good
Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0,0.11,54,35,7.4,5,Namco,Good
Skylanders Imaginators,PS3,2016,Platform,Activision,0.02,0.07,0,0.11,,,tbd,,Toys for Bob,Excelent
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0,0,0.1,47,4,5.3,6,Ubisoft,Excelent
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0,0.1,76,56,5.1,15,SNK,Below Average
Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0,0.1,54,15,tbd,,Blitz Games Studios,Below Average
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0,0.1,54,17,4,5,Hudson Soft,Average
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0,0.1,66,9,6,5,Ubisoft Shanghai,Average
Rome: Total War,PC,2004,Strategy,Activision,0,0.09,0,0.1,92,58,9.1,1050,Creative Assembly,Below Average
Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0,0.1,87,83,7.6,896,id Software,Good
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0,0.1,77,10,5.7,30,Maxis,Below Average
Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0,0.1,,,tbd,,Activision,Average
The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0,0.1,52,19,4.2,6,Artificial Mind and Movement,Excelent
Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0,0.1,62,24,7.9,8,Pivotal Games,Good
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0,0.1,66,8,tbd,,Blitz Games Studios,Below Average
Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0,0.1,,,tbd,,Neversoft Entertainment,Below Average
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0,0.1,,,5.1,8,Behaviour Interactive,Excelent
Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0,0,0.1,,,6.8,17,"RED Entertainment, Compile Heart",Below Average
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,PS2,2005,Platform,Global Star,0.05,0.04,0,0.1,49,9,8,11,High Voltage Software,Excelent
Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0,0.1,78,47,8.3,13,The Behemoth,Below Average
Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.1,55,59,6.1,41,Cavia Inc.,Good
Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0,0.1,69,25,7.4,5,Konami,Good
Tom Clancy's Classic Trilogy,XB,2004,Shooter,Ubisoft,0.07,0.02,0,0.1,,,tbd,,Ubisoft,Good
Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0,0.1,61,26,tbd,,Edge of Reality,Excelent
World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0,0.1,75,6,tbd,,Left Field Productions,Below Average
Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0,0.1,42,19,8.3,18,Starsphere Interactive,Average
EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0,0.1,73,26,6.3,37,CCP,Below Average
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.1,52,46,5.5,65,Rebellion,Good
Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0,0.1,68,16,tbd,,Vivendi Games,Excelent
Medieval II: Total War,PC,2006,Strategy,Sega,0,0.08,0,0.1,88,39,8.9,648,Creative Assembly,Below Average
Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0,0,0.1,44,25,4.8,76,8Monkey Labs,Good
Rio,X360,2011,Misc,THQ,0.05,0.03,0,0.09,60,16,7,7,Eurocom Entertainment Software,Excelent
Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0,0.09,61,43,4.1,9,Cyberlore Studios,Good
MindJack,X360,2011,Shooter,Square Enix,0.07,0.02,0,0.09,43,42,1.2,116,FeelPlus,Good
Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0,0.09,65,35,4.6,106,Realmforge Studios,Good
Raven Squad: Operation Hidden Dagger,X360,2009,Shooter,Evolved Games,0.08,0.01,0,0.09,38,22,3.5,37,Atomic Motion,Below Average
Scaler,PS2,2004,Platform,Take-Two Interactive,0.05,0.04,0,0.09,70,20,8.6,18,Artificial Mind and Movement,Average
Halo 2,PC,2007,Shooter,Microsoft Game Studios,0.01,0.06,0,0.09,72,32,5.6,216,Microsoft Game Studios,Good
Gradius V,PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0,0.09,82,46,8.5,13,Treasure,Below Average
Psychonauts,PS2,2005,Platform,Majesco Entertainment,0.05,0.04,0,0.09,86,33,8.7,61,BudCat,Below Average
Angry Birds: Rio,PC,2011,Puzzle,Focus Home Interactive,0,0.07,0,0.09,,,tbd,,"Rovio Mobile, Rovio Entertainment",Average
Dora the Explorer: Dora Saves the Crystal Kingdom,PS2,2009,Misc,Take-Two Interactive,0.05,0.04,0,0.09,,,tbd,,Take-Two Interactive,Average
World Championship Poker 2: Featuring Howard Lederer,XB,2005,Misc,Crave Entertainment,0.07,0.02,0,0.09,71,9,tbd,,Crave,Below Average
Trivial Pursuit unhinged,XB,2004,Misc,Atari,0.07,0.02,0,0.09,58,10,8,4,Artech Studios,Below Average
Dance on Broadway,PS3,2011,Misc,Ubisoft,0.05,0.03,0,0.09,,,tbd,,Longtail Studios,Excelent
Football Manager 2017,PC,2016,Simulation,Sega,0,0.09,0,0.09,81,41,4.3,57,Sports Interactive,Average
Total Overdose: A Gunslinger's Tale in Mexico,PS2,2005,Shooter,Eidos Interactive,0.04,0.04,0,0.09,71,36,9,25,Deadline Games,Good
Romance of the Three Kingdoms X,PS2,2005,Strategy,Tecmo Koei,0.04,0.03,0,0.09,71,13,8.5,10,Koei,Below Average
JASF: Jane's Advanced Strike Fighters,X360,2011,Simulation,Deep Silver,0.06,0.02,0,0.09,45,5,4.5,8,Trickstar Games,Below Average
The Smurfs 2,PS3,2013,Platform,Ubisoft,0.02,0.06,0,0.09,,,5,7,WayForward,Average
Truth or Lies,PS3,2010,Misc,THQ,0.06,0.02,0,0.09,,,tbd,,THQ,Below Average
Quantum Theory,X360,2010,Shooter,Tecmo Koei,0.06,0.02,0,0.09,37,39,3.6,31,Tecmo,Good
Skylanders Imaginators,X360,2016,Platform,Activision,0.04,0.05,0,0.09,,,tbd,,Toys for Bob,Excelent
SpongeBob: HeroPants,X360,2015,Platform,Activision,0.08,0,0,0.09,,,3.4,20,Activision,Average
Zoids Assault,X360,2007,Strategy,Takara Tomy,0.08,0,0,0.09,46,17,7.3,7,Takara Tomy,Below Average
Karaoke Revolution Presents American Idol Encore 2,X360,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.09,,,tbd,,Blitz Games,Excelent
Damnation,PS3,2009,Shooter,Codemasters,0.07,0.01,0,0.09,36,36,2.8,40,Blue Omega,Good
Karaoke Revolution Presents American Idol Encore,PS3,2008,Misc,Konami Digital Entertainment,0.08,0,0,0.09,,,6.6,7,Blitz Games,Average
Supreme Commander,X360,2008,Strategy,505 Games,0.07,0.01,0,0.09,56,24,5.7,19,Hellbent Games,Excelent
Sniper Elite,XB,2005,Shooter,Ubisoft,0.07,0.02,0,0.09,77,25,8.5,11,Rebellion,Good
Nobunaga's Ambition: Iron Triangle,PS2,2006,Strategy,Tecmo Koei,0.04,0.03,0,0.09,76,8,8,7,Koei,Excelent
Crysis: Maximum Edition,PC,2009,Shooter,Electronic Arts,0,0.07,0,0.09,,,8.2,11,Electronic Arts,Good
Karaoke Revolution,XB,2004,Misc,Konami Digital Entertainment,0.06,0.02,0,0.09,80,13,8.5,4,Secret Level,Average
Red Faction: Armageddon,PC,2011,Shooter,THQ,0.05,0.02,0,0.09,75,29,6.7,273,Volition Inc.,Good
ShellShock 2: Blood Trails,X360,2009,Shooter,Eidos Interactive,0.05,0.03,0,0.09,30,21,5.9,33,Rebellion,Good
F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0,0.09,66,43,7.1,16,"TimeGate Studios, Day 1 Studios",Good
The Sims 2: Apartment Life,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.09,75,10,7.7,19,Electronic Arts,Below Average
Cloudy With a Chance of Meatballs,X360,2009,Platform,Ubisoft,0.07,0,0,0.09,62,12,6.5,11,Ubisoft Shanghai,Average
Counter-Strike: Source,PC,2004,Shooter,Vivendi Games,0,0.07,0,0.08,88,9,8.9,9851,Valve Software,Good
America's Army: True Soldiers,X360,2007,Shooter,Ubisoft,0.08,0,0,0.08,43,11,6.7,55,Red Storm Entertainment,Below Average
Raiden Fighters Aces,X360,2008,Shooter,Valcon Games,0.06,0.02,0,0.08,73,11,7.5,12,Gulti,Excelent
Star Wars: Empire at War,PC,2006,Strategy,LucasArts,0.01,0.06,0,0.08,79,45,8.4,240,Petroglyph,Below Average
Konami Classics Vol. 1,X360,2009,Misc,Konami Digital Entertainment,0.08,0,0,0.08,,,tbd,,Konami,Below Average
Pac-Man Power Pack,PS2,2008,Misc,Namco Bandai Games,0.04,0.03,0,0.08,,,tbd,,Namco Bandai Games America,Average
Blacksite: Area 51,PS3,2007,Shooter,Midway Games,0.07,0.01,0,0.08,56,23,6.3,18,Midway Studios - Austin,Below Average
Bejeweled 3,PC,2010,Puzzle,PopCap Games,0.02,0.05,0,0.08,82,27,8.1,86,PopCap,Average
Blazing Angels: Squadrons of WWII,XB,2006,Simulation,Ubisoft,0.06,0.02,0,0.08,69,19,6.8,4,Ubisoft Romania,Below Average
Air Conflicts: Secret Wars,X360,2011,Simulation,bitComposer Games,0.06,0.02,0,0.08,61,14,tbd,,Games Farm,Below Average
Shovel Knight,PS4,2015,Platform,Yacht Club Games,0.03,0.03,0,0.08,90,18,7.6,312,Yacht Club Games,Average
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.04,0.04,0,0.08,69,34,6.9,400,Gearbox Software,Below Average
ShellShock 2: Blood Trails,PS3,2009,Shooter,Eidos Interactive,0.04,0.03,0,0.08,35,18,4.8,27,Rebellion,Good
Mega Man Legacy Collection,PS4,2016,Platform,Capcom,0.07,0,0,0.08,77,22,6.1,55,Digital Eclipse,Average
State of Emergency 2,PS2,2006,Shooter,SouthPeak Games,0.04,0.03,0,0.08,44,36,5.8,15,DC Studios,Good
DanceDanceRevolution,X360,2011,Simulation,Konami Digital Entertainment,0.08,0,0,0.08,,,tbd,,Konami,Excelent
Battlefield 2,PC,2005,Shooter,Electronic Arts,0,0.07,0,0.08,91,55,8.4,837,Digital Illusions,Below Average
Titanfall 2,PC,2016,Shooter,Electronic Arts,0.03,0.04,0,0.08,85,27,8,488,Respawn Entertainment,Good
Nobunaga's Ambition: Rise to Power,PS2,2004,Strategy,Tecmo Koei,0,0,0.08,0.08,70,7,8.8,6,Koei,Below Average
Qubed,X360,2009,Puzzle,Atari,0.07,0,0,0.08,,,tbd,,Q Entertainment,Average
PAC-MAN and the Ghostly Adventures,PS3,2013,Platform,Namco Bandai Games,0.03,0.03,0,0.08,51,6,3.1,7,"Namco Bandai Games, Monkey Bar Games",Excelent
The Sims 3: Fast Lane Stuff,PC,2010,Simulation,Electronic Arts,0.01,0.05,0,0.08,,,5.4,14,The Sims Studio,Below Average
Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0,0.08,52,24,5.8,320,City Interactive,Good
"Warhammer 40,000: Dawn of War II - Retribution",PC,2011,Strategy,THQ,0,0.06,0,0.08,80,52,7.8,235,Relic,Good
The Sims 2: Ikea Home Stuff,PC,2008,Simulation,Electronic Arts,0,0.07,0,0.08,,,tbd,,Electronic Arts,Below Average
Midway Arcade Treasures 3,XB,2005,Misc,Midway Games,0.06,0.02,0,0.08,68,29,tbd,,Digital Eclipse,Average
PAC-MAN and the Ghostly Adventures,X360,2013,Platform,Namco Bandai Games,0.04,0.03,0,0.08,49,7,5.1,13,"Namco Bandai Games, Monkey Bar Games",Excelent
Resident Evil 6,PS4,2016,Shooter,Capcom,0.06,0,0,0.08,60,19,6.7,94,Capcom,Good
X Rebirth,PC,2013,Simulation,Koch Media,0,0.08,0,0.08,33,24,3.3,1340,Egosoft,Below Average
World Series of Poker 2008: Battle for the Bracelets,X360,2007,Misc,Activision,0.06,0.01,0,0.08,74,10,6.7,6,Left Field Productions,Below Average
Silent Hunter III,PC,2005,Simulation,Ubisoft,0,0.07,0,0.08,90,23,7.9,95,Ubisoft,Below Average
